,Chademo_total,Chademo_available,Chademo_occupied,Chademo_reserved,Chademo_unknown,Chademo_out_of_service,IEC62196Type2CCS_total,IEC62196Type2CCS_available,IEC62196Type2CCS_occupied,IEC62196Type2CCS_reserved,IEC62196Type2CCS_unknown,IEC62196Type2CCS_out_of_service,Total_total,Total_available,Total_occupied,Total_reserved,Total_unknown,Total_out_of_service,chargingAvailability,IEC62196Type2CableAttached_total,IEC62196Type2CableAttached_available,IEC62196Type2CableAttached_occupied,IEC62196Type2CableAttached_reserved,IEC62196Type2CableAttached_unknown,IEC62196Type2CableAttached_out_of_service,IEC62196Type2Outlet_total,IEC62196Type2Outlet_available,IEC62196Type2Outlet_occupied,IEC62196Type2Outlet_reserved,IEC62196Type2Outlet_unknown,IEC62196Type2Outlet_out_of_service,IEC62196Type1CCS_total,IEC62196Type1CCS_available,IEC62196Type1CCS_occupied,IEC62196Type1CCS_reserved,IEC62196Type1CCS_unknown,IEC62196Type1CCS_out_of_service
199,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,528009010110904,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
200,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4,3,1,0,0,0,528009010076272,,,,,,,,,,,,,,,,,,
201,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,528009009085685,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
202,2.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,8,6,2,0,0,0,528009010043622,,,,,,,,,,,,,,,,,,
203,2.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9,9,0,0,0,0,528009009077886,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
204,,,,,,,2.0,1.0,1.0,0.0,0.0,0.0,2,1,1,0,0,0,528009010066439,,,,,,,,,,,,,,,,,,
205,2.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,6,3,3,0,0,0,528009010112902,,,,,,,,,,,,,,,,,,
206,2.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,6,5,1,0,0,0,528009010109678,,,,,,,,,,,,,,,,,,
207,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4,4,0,0,0,0,528009010057627,,,,,,,,,,,,,,,,,,
208,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,528009010047535,,,,,,,,,,,,,,,,,,
209,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,0,2,0,1,0,528009009079540,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
210,2.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,6,4,2,0,0,0,528009010055861,,,,,,,,,,,,,,,,,,
211,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,528009010043750,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
212,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,7,5,2,0,0,0,528009010111087,,,,,,,,,,,,,,,,,,
213,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1,1,0,1,0,528009010044785,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
214,,,,,,,,,,,,,1,1,0,0,0,0,528009010042976,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
215,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1,1,0,1,0,528009010111882,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
216,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4,0,0,0,4,0,528009010105912,,,,,,,,,,,,,,,,,,
217,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,6,5,1,0,0,0,528009010110563,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
218,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,528009009082512,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
219,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,6,6,0,0,0,0,528009010106627,,,,,,,,,,,,,,,,,,
220,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,8,8,0,0,0,0,528009010110005,,,,,,,,,,,,,,,,,,
221,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,528009009073067,,,,,,,,,,,,,,,,,,
222,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,528009010040770,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
223,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,528009010042632,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
224,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,5,4,0,0,1,0,528009010104640,,,,,,,,,,,,,,,,,,
225,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4,0,0,0,4,0,528009010110531,,,,,,,,,,,,,,,,,,
226,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,6,6,0,0,0,0,528009009093137,,,,,,,,,,,,,,,,,,
227,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,528009010044969,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
228,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,6,6,0,0,0,0,528009010070730,,,,,,,,,,,,,,,,,,
229,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,5,4,1,0,0,0,528009010108015,,,,,,,,,,,,,,,,,,
230,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,528009010048451,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
231,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1,1,0,1,0,528009010040549,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
232,2.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8,8,0,0,0,0,528008000014377,,,,,,,,,,,,,,,,,,
233,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,528009010108738,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
234,,,,,,,3.0,2.0,0.0,0.0,1.0,0.0,3,2,0,0,1,0,528009010067806,,,,,,,,,,,,,,,,,,
235,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,8,0,8,0,0,0,528009010070013,,,,,,,,,,,,,,,,,,
236,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,8,8,0,0,0,0,528009010110168,,,,,,,,,,,,,,,,,,
237,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1,1,0,1,0,528009010042941,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
238,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,528009009105189,,,,,,,,,,,,,,,,,,
239,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3,1,2,0,0,0,528009010065035,,,,,,,,,,,,,,,,,,
240,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,1,0,528009010069194,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
241,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1,1,0,1,0,528009010043364,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
242,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,528009009102754,,,,,,,,,,,,,,,,,,
243,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,8,0,0,0,8,0,528009010103720,,,,,,,,,,,,,,,,,,
244,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,8,8,0,0,0,0,528009010112796,,,,,,,,,,,,,,,,,,
245,2.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,6,5,1,0,0,0,528009009078980,,,,,,,,,,,,,,,,,,
246,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1,2,0,0,0,528009002417101,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
247,,,,,,,,,,,,,1,0,1,0,0,0,528008000030914,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,
248,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,0,0,0,3,0,528009009076316,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
249,8.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,16,16,0,0,0,0,528009010104611,,,,,,,,,,,,,,,,,,
250,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,16,0,0,0,16,0,528009010105866,,,,,,,,,,,,,,,,,,
251,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,0,2,0,0,1,528009009071999,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
